cod-IBGE,nome,UF,cod-munic-IBGE,creation,cod-lex
1200013,Acrelândia,AC,00013,,100
1100015,Alta Floresta D'Oeste,RO,00015,,102
1100023,Ariquemes,RO,00023,,104
1400027,Amajari,RR,00027,,106
1300029,Alvarães,AM,00029,,108
1100031,Cabixi,RO,00031,,110
4300034,Aceguá,RS,00034,,112
1100049,Cacoal,RO,00049,,114
1400050,Alto Alegre,RR,00050,,116
5200050,Abadia de Goiás,GO,00050,,118
4200051,Abdon Batista,SC,00051,,120
2200053,Acauã,PI,00053,,122
1200054,Assis Brasil,AC,00054,,124
2600054,Abreu e Lima,PE,00054,,126
1600055,Serra do Navio,AP,00055,,128
2100055,Açailândia,MA,00055,,130
1100056,Cerejeiras,RO,00056,,132
4300059,Água Santa,RS,00059,,134
1300060,Amaturá,AM,00060,,136
1100064,Colorado do Oeste,RO,00064,,138
1100072,Corumbiara,RO,00072,,140
1100080,Costa Marques,RO,00080,,142
1300086,Anamã,AM,00086,,144
1100098,Espigão D'Oeste,RO,00098,,146
1400100,Boa Vista,RR,00100,,148
2800100,Amparo de São Francisco,SE,00100,,150
3300100,Angra dos Reis,RJ,00100,,152
5200100,Abadiânia,GO,00100,,154
2300101,Abaiara,CE,00101,,156
4200101,Abelardo Luz,SC,00101,,158
1300102,Anori,AM,00102,,160
2700102,Água Branca,AL,00102,,162
3200102,Afonso Cláudio,ES,00102,,164
5100102,Acorizal,MT,00102,,166
2200103,Agricolândia,PI,00103,,168
4100103,Abatiá,PR,00103,,170
1200104,Brasiléia,AC,00104,,172
2600104,Afogados da Ingazeira,PE,00104,,174
3100104,Abadia dos Dourados,MG,00104,,176
1600105,Amapá,AP,00105,,178
2100105,Afonso Cunha,MA,00105,,180
3500105,Adamantina,SP,00105,,182
1100106,Guajará-Mirim,RO,00106,,184
2500106,Água Branca,PB,00106,,186
1500107,Abaetetuba,PA,00107,,188
2900108,Abaíra,BA,00108,,190
5300108,Brasília,DF,00108,,192
2400109,Acari,RN,00109,,194
4300109,Agudo,RS,00109,,196
1100114,Jaru,RO,00114,,198
1100122,Ji-Paraná,RO,00122,,200
1100130,Machadinho D'Oeste,RO,00130,,202
1500131,Abel Figueiredo,PA,00131,,204
5200134,Acreúna,GO,00134,,206
3200136,Águia Branca,ES,00136,,208
1200138,Bujari,AC,00138,,210
1300144,Apuí,AM,00144,,212
1100148,Nova Brasilândia D'Oeste,RO,00148,,214
2300150,Acarape,CE,00150,,216
1600154,Pedra Branca do Amapari,AP,00154,,218
2100154,Água Doce do Maranhão,MA,00154,,220
1100155,Ouro Preto do Oeste,RO,00155,,222
1400159,Bonfim,RR,00159,,224
3300159,Aperibé,RJ,00159,,226
5200159,Adelândia,GO,00159,,228
3200169,Água Doce do Norte,ES,00169,,230
1400175,Cantá,RR,00175,,232
5200175,Água Fria de Goiás,GO,00175,,234
1200179,Capixaba,AC,00179,,236
1100189,Pimenta Bueno,RO,00189,,238
2300200,Acaraú,CE,00200,,240
4200200,Agrolândia,SC,00200,,242
1300201,Atalaia do Norte,AM,00201,,244
2700201,Anadia,AL,00201,,246
3200201,Alegre,ES,00201,,248
5100201,Água Boa,MT,00201,,250
2200202,Água Branca,PI,00202,,252
4100202,Adrianópolis,PR,00202,,254
1200203,Cruzeiro do Sul,AC,00203,,256
2600203,Afrânio,PE,00203,,258
3100203,Abaeté,MG,00203,,260
5000203,Água Clara,MS,00203,,262
1600204,Calçoene,AP,00204,,264
2100204,Alcântara,MA,00204,,266
3500204,Adolfo,SP,00204,,268
1100205,Porto Velho,RO,00205,,270
2500205,Aguiar,PB,00205,,272
1500206,Acará,PA,00206,,274
2900207,Abaré,BA,00207,,276
2400208,Açu,RN,00208,,278
4300208,Ajuricaba,RS,00208,,280
1400209,Caracaraí,RR,00209,,282
2800209,Aquidabã,SE,00209,,284
3300209,Araruama,RJ,00209,,286
5200209,Água Limpa,GO,00209,,288
1600212,Cutias,AP,00212,,290
3300225,Areal,RJ,00225,,292
1400233,Caroebe,RR,00233,,294
3300233,Armação dos Búzios,RJ,00233,,296
1600238,Ferreira Gomes,AP,00238,,298
5100250,Alta Floresta,MT,00250,,300
1700251,Abreulândia,TO,00251,,302
2200251,Alagoinha do Piauí,PI,00251,,304
1200252,Epitaciolândia,AC,00252,,306
5000252,Alcinópolis,MS,00252,,308
1600253,Itaubal,AP,00253,,310
1100254,Presidente Médici,RO,00254,,312
3300258,Arraial do Cabo,RJ,00258,,314
5200258,Águas Lindas de Goiás,GO,00258,,316
1100262,Rio Crespo,RO,00262,,318
2200277,Alegrete do Piauí,PI,00277,,320
1600279,Laranjal do Jari,AP,00279,,322
1400282,Iracema,RR,00282,,324
1100288,Rolim de Moura,RO,00288,,326
1100296,Santa Luzia D'Oeste,RO,00296,,328
1300300,Autazes,AM,00300,,330
2700300,Arapiraca,AL,00300,,332
3200300,Alfredo Chaves,ES,00300,,334
5100300,Alto Araguaia,MT,00300,,336
1700301,Aguiarnópolis,TO,00301,,338
2200301,Alto Longá,PI,00301,,340
4100301,Agudos do Sul,PR,00301,,342
1200302,Feijó,AC,00302,,344
2600302,Agrestina,PE,00302,,346
3100302,Abre Campo,MG,00302,,348
1600303,Macapá,AP,00303,,350
2100303,Aldeias Altas,MA,00303,,352
3500303,Aguaí,SP,00303,,354
1100304,Vilhena,RO,00304,,356
2500304,Alagoa Grande,PB,00304,,358
1500305,Afuá,PA,00305,,360
2900306,Acajutiba,BA,00306,,362
2400307,Afonso Bezerra,RN,00307,,364
4300307,Alecrim,RS,00307,,366
1400308,Mucajaí,RR,00308,,368
2800308,Aracaju,SE,00308,,370
3300308,Barra do Piraí,RJ,00308,,372
5200308,Alexânia,GO,00308,,374
2300309,Acopiara,CE,00309,,376
4200309,Agronômica,SC,00309,,378
1100320,São Miguel do Guaporé,RO,00320,,380
1200328,Jordão,AC,00328,,382
1200336,Mâncio Lima,AC,00336,,384
1100338,Nova Mamoré,RO,00338,,386
1200344,Manoel Urbano,AC,00344,,388
1100346,Alvorada D'Oeste,RO,00346,,390
1500347,Água Azul do Norte,PA,00347,,392
1700350,Aliança do Tocantins,TO,00350,,394
1200351,Marechal Thaumaturgo,AC,00351,,396
2900355,Adustina,BA,00355,,398
3200359,Alto Rio Novo,ES,00359,,400
5100359,Alto Boa Vista,MT,00359,,402
1100379,Alto Alegre dos Parecis,RO,00379,,404
1200385,Plácido de Castro,AC,00385,,406
1200393,Porto Walter,AC,00393,,408
1700400,Almas,TO,00400,,410
2200400,Altos,PI,00400,,412
4100400,Almirante Tamandaré,PR,00400,,414
1200401,Rio Branco,AC,00401,,416
2600401,Água Preta,PE,00401,,418
3100401,Acaiaca,MG,00401,,420
1600402,Mazagão,AP,00402,,422
2100402,Altamira do Maranhão,MA,00402,,424
3500402,Águas da Prata,SP,00402,,426
1100403,Alto Paraíso,RO,00403,,428
2500403,Alagoa Nova,PB,00403,,430
1500404,Alenquer,PA,00404,,432
2900405,Água Fria,BA,00405,,434
2400406,Água Nova,RN,00406,,436
4300406,Alegrete,RS,00406,,438
1400407,Normandia,RR,00407,,440
2800407,Arauá,SE,00407,,442
3300407,Barra Mansa,RJ,00407,,444
2300408,Aiuaba,CE,00408,,446
4200408,Água Doce,SC,00408,,448
1300409,Barcelos,AM,00409,,450
2700409,Atalaia,AL,00409,,452
3200409,Anchieta,ES,00409,,454
5100409,Alto Garças,MT,00409,,456
1200427,Rodrigues Alves,AC,00427,,458
1200435,Santa Rosa do Purus,AC,00435,,460
2100436,Alto Alegre do Maranhão,MA,00436,,462
1200450,Senador Guiomard,AC,00450,,464
1100452,Buritis,RO,00452,,466
4300455,Alegria,RS,00455,,468
1400456,Pacaraima,RR,00456,,470
3300456,Belford Roxo,RJ,00456,,472
2200459,Alvorada do Gurguéia,PI,00459,,474
4100459,Altamira do Paraná,PR,00459,,476
4300471,Almirante Tamandaré do Sul,RS,00471,,478
1400472,Rorainópolis,RR,00472,,480
2100477,Alto Alegre do Pindaré,MA,00477,,482
1200500,Sena Madureira,AC,00500,,484
2600500,Águas Belas,PE,00500,,486
3100500,Açucena,MG,00500,,488
1600501,Oiapoque,AP,00501,,490
2100501,Alto Parnaíba,MA,00501,,492
3500501,Águas de Lindóia,SP,00501,,494
1100502,Novo Horizonte do Oeste,RO,00502,,496
2500502,Alagoinha,PB,00502,,498
1500503,Almeirim,PA,00503,,500
2900504,Érico Cardoso,BA,00504,,502
2400505,Alexandria,RN,00505,,504
4300505,Alpestre,RS,00505,,506
1400506,São João da Baliza,RR,00506,,508
2800506,Areia Branca,SE,00506,,510
3300506,Bom Jardim,RJ,00506,,512
5200506,Aloândia,GO,00506,,514
2300507,Alcântaras,CE,00507,,516
4200507,Águas de Chapecó,SC,00507,,518
1300508,Barreirinha,AM,00508,,520
2700508,Barra de Santo Antônio,AL,00508,,522
3200508,Apiacá,ES,00508,,524
5100508,Alto Paraguai,MT,00508,,526
2200509,Amarante,PI,00509,,528
4100509,Altônia,PR,00509,,530
1600535,Porto Grande,AP,00535,,532
2500536,Alcantil,PB,00536,,534
1600550,Pracuúba,AP,00550,,536
2100550,Amapá do Maranhão,MA,00550,,538
3500550,Águas de Santa Bárbara,SP,00550,,540
4300554,Alto Alegre,RS,00554,,542
5200555,Alto Horizonte,GO,00555,,544
4200556,Águas Frias,SC,00556,,546
4300570,Alto Feliz,RS,00570,,548
2500577,Algodão de Jandaíra,PB,00577,,550
1600600,Santana,AP,00600,,552
2100600,Amarante do Maranhão,MA,00600,,554
3500600,Águas de São Pedro,SP,00600,,556
1100601,Cacaulândia,RO,00601,,558
2500601,Alhandra,PB,00601,,560
1500602,Altamira,PA,00602,,562
2900603,Aiquara,BA,00603,,564
2400604,Almino Afonso,RN,00604,,566
4300604,Alvorada,RS,00604,,568
1400605,São Luiz,RR,00605,,570
2800605,Barra dos Coqueiros,SE,00605,,572
3300605,Bom Jesus do Itabapoana,RJ,00605,,574
5200605,Alto Paraíso de Goiás,GO,00605,,576
2300606,Altaneira,CE,00606,,578
4200606,Águas Mornas,SC,00606,,580
1300607,Benjamin Constant,AM,00607,,582
2700607,Barra de São Miguel,AL,00607,,584
3200607,Aracruz,ES,00607,,586
5100607,Alto Taquari,MT,00607,,588
2200608,Angical do Piauí,PI,00608,,590
4100608,Alto Paraná,PR,00608,,592
1200609,Tarauacá,AC,00609,,594
2600609,Alagoinha,PE,00609,,596
3100609,Água Boa,MG,00609,,598
5000609,Amambai,MS,00609,,600
1300631,Beruri,AM,00631,,602
4300638,Amaral Ferrador,RS,00638,,604
4300646,Ametista do Sul,RS,00646,,606
4300661,André da Rocha,RS,00661,,608
2800670,Boquim,SE,00670,,610
1300680,Boa Vista do Ramos,AM,00680,,612
1100700,Campo Novo de Rondônia,RO,00700,,614
2500700,São João do Rio do Peixe,PB,00700,,616
1500701,Anajás,PA,00701,,618
2900702,Alagoinhas,BA,00702,,620
2400703,Alto do Rodrigues,RN,00703,,622
4300703,Anta Gorda,RS,00703,,624
1400704,Uiramutã,RR,00704,,626
2800704,Brejo Grande,SE,00704,,628
3300704,Cabo Frio,RJ,00704,,630
2300705,Alto Santo,CE,00705,,632
4200705,Alfredo Wagner,SC,00705,,634
1300706,Boca do Acre,AM,00706,,636
2700706,Batalha,AL,00706,,638
3200706,Atilio Vivacqua,ES,00706,,640
1700707,Alvorada,TO,00707,,642
2200707,Anísio de Abreu,PI,00707,,644
4100707,Alto Piquiri,PR,00707,,646
1200708,Xapuri,AC,00708,,648
2600708,Aliança,PE,00708,,650
3100708,Água Comprida,MG,00708,,652
5000708,Anastácio,MS,00708,,654
1600709,Tartarugalzinho,AP,00709,,656
2100709,Anajatuba,MA,00709,,658
3500709,Agudos,SP,00709,,660
2500734,Amparo,PB,00734,,662
2300754,Amontada,CE,00754,,664
4200754,Alto Bela Vista,SC,00754,,666
3500758,Alambari,SP,00758,,668
2500775,Aparecida,PB,00775,,670
1500800,Ananindeua,PA,00800,,672
2900801,Alcobaça,BA,00801,,674
2400802,Angicos,RN,00802,,676
4300802,Antônio Prado,RS,00802,,678
3300803,Cachoeiras de Macacu,RJ,00803,,680
5200803,Alvorada do Norte,GO,00803,,682
2300804,Antonina do Norte,CE,00804,,684
4200804,Anchieta,SC,00804,,686
1300805,Borba,AM,00805,,688
2700805,Belém,AL,00805,,690
3200805,Baixo Guandu,ES,00805,,692
5100805,Apiacás,MT,00805,,694
2200806,Antônio Almeida,PI,00806,,696
4100806,Alvorada do Sul,PR,00806,,698
1200807,Porto Acre,AC,00807,,700
2600807,Altinho,PE,00807,,702
3100807,Aguanil,MG,00807,,704
5000807,Anaurilândia,MS,00807,,706
1600808,Vitória do Jari,AP,00808,,708
2100808,Anapurus,MA,00808,,710
3500808,Alfredo Marcondes,SP,00808,,712
1100809,Candeias do Jamari,RO,00809,,714
2500809,Araçagi,PB,00809,,716
5200829,Amaralina,GO,00829,,718
2100832,Apicum-Açu,MA,00832,,720
1300839,Caapiranga,AM,00839,,722
4300851,Arambaré,RS,00851,,724
5200852,Americano do Brasil,GO,00852,,726
5000856,Angélica,MS,00856,,728
1500859,Anapu,PA,00859,,730
2100873,Araguanã,MA,00873,,732
4300877,Araricá,RS,00877,,734
2900900,Almadina,BA,00900,,736
2400901,Antônio Martins,RN,00901,,738
4300901,Aratiba,RS,00901,,740
3300902,Cambuci,RJ,00902,,742
5200902,Amorinópolis,GO,00902,,744
2300903,Apuiarés,CE,00903,,746
4200903,Angelina,SC,00903,,748
1300904,Canutama,AM,00904,,750
2700904,Belo Monte,AL,00904,,752
3200904,Barra de São Francisco,ES,00904,,754
2200905,Aroazes,PI,00905,,756
4100905,Amaporã,PR,00905,,758
2600906,Amaraji,PE,00906,,760
3100906,Águas Formosas,MG,00906,,762
5000906,Antônio João,MS,00906,,764
2100907,Araioses,MA,00907,,766
3500907,Altair,SP,00907,,768
1100908,Castanheiras,RO,00908,,770
2500908,Arara,PB,00908,,772
1500909,Augusto Corrêa,PA,00909,,774
1100924,Chupinguaia,RO,00924,,776
3300936,Carapebus,RJ,00936,,778
1100940,Cujubim,RO,00940,,780
3300951,Comendador Levy Gasparian,RJ,00951,,782
2200954,Aroeiras do Itaim,PI,00954,,784
2100956,Arame,MA,00956,,786
1500958,Aurora do Pará,PA,00958,,788
2301000,Aquiraz,CE,01000,,790
4201000,Anita Garibaldi,SC,01000,,792
1301001,Carauari,AM,01001,,794
2701001,Boca da Mata,AL,01001,,796
3201001,Boa Esperança,ES,01001,,798
5101001,Araguaiana,MT,01001,,800
1701002,Ananás,TO,01002,,802
2201002,Arraial,PI,01002,,804
4101002,Ampére,PR,01002,,806
2601003,Angelim,PE,01003,,808
3101003,Águas Vermelhas,MG,01003,,810
5001003,Aparecida do Taboado,MS,01003,,812
2101004,Arari,MA,01004,,814
3501004,Altinópolis,SP,01004,,816
1101005,Governador Jorge Teixeira,RO,01005,,818
2501005,Araruna,PB,01005,,820
1501006,Aveiro,PA,01006,,822
2901007,Amargosa,BA,01007,,824
2401008,Apodi,RN,01008,,826
4301008,Arroio do Meio,RS,01008,,828
2801009,Campo do Brito,SE,01009,,830
3301009,Campos dos Goytacazes,RJ,01009,,832
1701051,Angico,TO,01051,,834
2201051,Assunção do Piauí,PI,01051,,836
4101051,Anahy,PR,01051,,838
2601052,Araçoiaba,PE,01052,,840
4301057,Arroio do Sal,RS,01057,,842
4301073,Arroio do Padre,RS,01073,,844
1301100,Careiro,AM,01100,,846
2701100,Branquinha,AL,01100,,848
3201100,Bom Jesus do Norte,ES,01100,,850
1701101,Aparecida do Rio Negro,TO,01101,,852
2201101,Avelino Lopes,PI,01101,,854
4101101,Andirá,PR,01101,,856
2601102,Araripina,PE,01102,,858
3101102,Aimorés,MG,01102,,860
5001102,Aquidauana,MS,01102,,862
2101103,Axixá,MA,01103,,864
3501103,Alto Alegre,SP,01103,,866
1101104,Itapuã do Oeste,RO,01104,,868
2501104,Areia,PB,01104,,870
1501105,Bagre,PA,01105,,872
2901106,Amélia Rodrigues,BA,01106,,874
2401107,Areia Branca,RN,01107,,876
4301107,Arroio dos Ratos,RS,01107,,878
2801108,Canhoba,SE,01108,,880
3301108,Cantagalo,RJ,01108,,882
5201108,Anápolis,GO,01108,,884
2301109,Aracati,CE,01109,,886
4201109,Anitápolis,SC,01109,,888
2201150,Baixa Grande do Ribeiro,PI,01150,,890
4101150,Ângulo,PR,01150,,892
3501152,Alumínio,SP,01152,,894
2501153,Areia de Baraúnas,PB,01153,,896
2901155,América Dourada,BA,01155,,898
3301157,Cardoso Moreira,RJ,01157,,900
1301159,Careiro da Várzea,AM,01159,,902
3201159,Brejetuba,ES,01159,,904
2201176,Barra D'Alcântara,PI,01176,,906
2201200,Barras,PI,01200,,908
4101200,Antonina,PR,01200,,910
2601201,Arcoverde,PE,01201,,912
3101201,Aiuruoca,MG,01201,,914
2101202,Bacabal,MA,01202,,916
3501202,Álvares Florence,SP,01202,,918
1101203,Ministro Andreazza,RO,01203,,920
2501203,Areial,PB,01203,,922
1501204,Baião,PA,01204,,924
2901205,Anagé,BA,01205,,926
2401206,Arês,RN,01206,,928
4301206,Arroio do Tigre,RS,01206,,930
2801207,Canindé de São Francisco,SE,01207,,932
3301207,Carmo,RJ,01207,,934
5201207,Anhanguera,GO,01207,,936
2301208,Aracoiaba,CE,01208,,938
4201208,Antônio Carlos,SC,01208,,940
1301209,Coari,AM,01209,,942
2701209,Cacimbinhas,AL,01209,,944
3201209,Cachoeiro de Itapemirim,ES,01209,,946
5101209,Araguainha,MT,01209,,948
5001243,Aral Moreira,MS,01243,,950
2101251,Bacabeira,MA,01251,,952
1501253,Bannach,PA,01253,,954
2301257,Ararendá,CE,01257,,956
4201257,Apiúna,SC,01257,,958
5101258,Araputanga,MT,01258,,960
4201273,Arabutã,SC,01273,,962
2601300,Barra de Guabiraba,PE,01300,,964
3101300,Alagoa,MG,01300,,966
2101301,Bacuri,MA,01301,,968
3501301,Álvares Machado,SP,01301,,970
1101302,Mirante da Serra,RO,01302,,972
2501302,Aroeiras,PB,01302,,974
1501303,Barcarena,PA,01303,,976
2901304,Andaraí,BA,01304,,978
2401305,Augusto Severo,RN,01305,,980
4301305,Arroio Grande,RS,01305,,982
2801306,Capela,SE,01306,,984
3301306,Casimiro de Abreu,RJ,01306,,986
5201306,Anicuns,GO,01306,,988
2301307,Araripe,CE,01307,,990
4201307,Araquari,SC,01307,,992
1301308,Codajás,AM,01308,,994
2701308,Cajueiro,AL,01308,,996
3201308,Cariacica,ES,01308,,998
5101308,Arenápolis,MT,01308,,1000
1701309,Aragominas,TO,01309,,1002
2201309,Barreiras do Piauí,PI,01309,,1004
4101309,Antônio Olinto,PR,01309,,1006
2101350,Bacurituba,MA,01350,,1008
2501351,Assunção,PB,01351,,1010
2901353,Andorinha,BA,01353,,1012
2701357,Campestre,AL,01357,,1014
2101400,Balsas,MA,01400,,1016
3501400,Álvaro de Carvalho,SP,01400,,1018
1101401,Monte Negro,RO,01401,,1020
2501401,Baía da Traição,PB,01401,,1022
1501402,Belém,PA,01402,,1024
2901403,Angical,BA,01403,,1026
2401404,Baía Formosa,RN,01404,,1028
4301404,Arvorezinha,RS,01404,,1030
2801405,Carira,SE,01405,,1032
3301405,Conceição de Macabu,RJ,01405,,1034
5201405,Aparecida de Goiânia,GO,01405,,1036
2301406,Aratuba,CE,01406,,1038
4201406,Araranguá,SC,01406,,1040
1301407,Eirunepé,AM,01407,,1042
2701407,Campo Alegre,AL,01407,,1044
3201407,Castelo,ES,01407,,1046
5101407,Aripuanã,MT,01407,,1048
2201408,Barro Duro,PI,01408,,1050
4101408,Apucarana,PR,01408,,1052
2601409,Barreiros,PE,01409,,1054
3101409,Albertina,MG,01409,,1056
1101435,Nova União,RO,01435,,1058
1101450,Parecis,RO,01450,,1060
1501451,Belterra,PA,01451,,1062
2401453,Baraúna,RN,01453,,1064
5201454,Aparecida do Rio Doce,GO,01454,,1066
1101468,Pimenteiras do Oeste,RO,01468,,1068
1101476,Primavera de Rondônia,RO,01476,,1070
1101484,São Felipe D'Oeste,RO,01484,,1072
1101492,São Francisco do Guaporé,RO,01492,,1074
1101500,Seringueiras,RO,01500,,1076
2501500,Bananeiras,PB,01500,,1078
1501501,Benevides,PA,01501,,1080
2901502,Anguera,BA,01502,,1082
2401503,Barcelona,RN,01503,,1084
4301503,Augusto Pestana,RS,01503,,1086
2801504,Carmópolis,SE,01504,,1088
3301504,Cordeiro,RJ,01504,,1090
5201504,Aporé,GO,01504,,1092
2301505,Arneiroz,CE,01505,,1094
4201505,Armazém,SC,01505,,1096
1301506,Envira,AM,01506,,1098
2701506,Campo Grande,AL,01506,,1100
3201506,Colatina,ES,01506,,1102
2201507,Batalha,PI,01507,,1104
4101507,Arapongas,PR,01507,,1106
2601508,Belém de Maria,PE,01508,,1108
3101508,Além Paraíba,MG,01508,,1110
5001508,Bandeirantes,MS,01508,,1112
2101509,Barão de Grajaú,MA,01509,,1114
3501509,Alvinlândia,SP,01509,,1116
2501534,Baraúna,PB,01534,,1118
4301552,Áurea,RS,01552,,1120
2201556,Bela Vista do Piauí,PI,01556,,1122
1101559,Teixeirópolis,RO,01559,,1124
2201572,Belém do Piauí,PI,01572,,1126
2501575,Barra de Santana,PB,01575,,1128
1501576,Bom Jesus do Tocantins,PA,01576,,1130
1501600,Bonito,PA,01600,,1132
2901601,Antas,BA,01601,,1134
2401602,Bento Fernandes,RN,01602,,1136
4301602,Bagé,RS,01602,,1138
2801603,Cedro de São João,SE,01603,,1140
3301603,Duas Barras,RJ,01603,,1142
5201603,Araçu,GO,01603,,1144
2301604,Assaré,CE,01604,,1146
4201604,Arroio Trinta,SC,01604,,1148
1301605,Fonte Boa,AM,01605,,1150
2701605,Canapi,AL,01605,,1152
3201605,Conceição da Barra,ES,01605,,1154
5101605,Barão de Melgaço,MT,01605,,1156
2201606,Beneditinos,PI,01606,,1158
4101606,Arapoti,PR,01606,,1160
2601607,Belém do São Francisco,PE,01607,,1162
3101607,Alfenas,MG,01607,,1164
2101608,Barra do Corda,MA,01608,,1166
3501608,Americana,SP,01608,,1168
1101609,Theobroma,RO,01609,,1170
2501609,Barra de Santa Rosa,PB,01609,,1172
3101631,Alfredo Vasconcelos,MG,01631,,1174
4301636,Balneário Pinhal,RS,01636,,1176
2401651,Bodó,RN,01651,,1178
4301651,Barão,RS,01651,,1180
4201653,Arvoredo,SC,01653,,1182
1301654,Guajará,AM,01654,,1184
4101655,Arapuã,PR,01655,,1186
2901700,Antônio Cardoso,BA,01700,,1188
2401701,Bom Jesus,RN,01701,,1190
4301701,Barão de Cotegipe,RS,01701,,1192
2801702,Cristinápolis,SE,01702,,1194
3301702,Duque de Caxias,RJ,01702,,1196
5201702,Aragarças,GO,01702,,1198
2301703,Aurora,CE,01703,,1200
4201703,Ascurra,SC,01703,,1202
1301704,Humaitá,AM,01704,,1204
2701704,Capela,AL,01704,,1206
3201704,Conceição do Castelo,ES,01704,,1208
5101704,Barra do Bugres,MT,01704,,1210
2201705,Bertolínia,PI,01705,,1212
4101705,Araruna,PR,01705,,1214
2601706,Belo Jardim,PE,01706,,1216
3101706,Almenara,MG,01706,,1218
2101707,Barreirinhas,MA,01707,,1220
3501707,Américo Brasiliense,SP,01707,,1222
1101708,Urupá,RO,01708,,1224
2501708,Barra de São Miguel,PB,01708,,1226
1501709,Bragança,PA,01709,,1228
1501725,Brasil Novo,PA,01725,,1230
2101731,Belágua,MA,01731,,1232
2201739,Betânia do Piauí,PI,01739,,1234
4301750,Barão do Triunfo,RS,01750,,1236
1101757,Vale do Anari,RO,01757,,1238
1501758,Brejo Grande do Araguaia,PA,01758,,1240
2201770,Boa Hora,PI,01770,,1242
2101772,Bela Vista do Maranhão,MA,01772,,1244
1501782,Breu Branco,PA,01782,,1246
2401800,Brejinho,RN,01800,,1248
4301800,Barracão,RS,01800,,1250
3301801,Engenheiro Paulo de Frontin,RJ,01801,,1252
5201801,Aragoiânia,GO,01801,,1254
2301802,Baixio,CE,01802,,1256
4201802,Atalanta,SC,01802,,1258
1301803,Ipixuna,AM,01803,,1260
2701803,Carneiros,AL,01803,,1262
3201803,Divino de São Lourenço,ES,01803,,1264
5101803,Barra do Garças,MT,01803,,1266
2201804,Bocaina,PI,01804,,1268
4101804,Araucária,PR,01804,,1270
2601805,Betânia,PE,01805,,1272
3101805,Alpercata,MG,01805,,1274
2101806,Benedito Leite,MA,01806,,1276
3501806,Américo de Campos,SP,01806,,1278
1101807,Vale do Paraíso,RO,01807,,1280
2501807,Bayeux,PB,01807,,1282
1501808,Breves,PA,01808,,1284
2901809,Antônio Gonçalves,BA,01809,,1286
3301850,Guapimirim,RJ,01850,,1288
2301851,Banabuiú,CE,01851,,1290
1301852,Iranduba,AM,01852,,1292
5101852,Bom Jesus do Araguaia,MT,01852,,1294
4101853,Ariranha do Ivaí,PR,01853,,1296
2401859,Caiçara do Norte,RN,01859,,1298
4301859,Barra do Guarita,RS,01859,,1300
4301875,Barra do Quaraí,RS,01875,,1302
3301876,Iguaba Grande,RJ,01876,,1304
2801900,Cumbe,SE,01900,,1306
3301900,Itaboraí,RJ,01900,,1308
2301901,Barbalha,CE,01901,,1310
4201901,Aurora,SC,01901,,1312
1301902,Itacoatiara,AM,01902,,1314
2701902,Chã Preta,AL,01902,,1316
3201902,Domingos Martins,ES,01902,,1318
5101902,Brasnorte,MT,01902,,1320
1701903,Araguacema,TO,01903,,1322
2201903,Bom Jesus,PI,01903,,1324
4101903,Assaí,PR,01903,,1326
2601904,Bezerros,PE,01904,,1328
3101904,Alpinópolis,MG,01904,,1330
5001904,Bataguassu,MS,01904,,1332
2101905,Bequimão,MA,01905,,1334
3501905,Amparo,SP,01905,,1336
2501906,Belém,PB,01906,,1338
1501907,Bujaru,PA,01907,,1340
2901908,Aporá,BA,01908,,1342
2401909,Caiçara do Rio do Vento,RN,01909,,1344
4301909,Barra do Ribeiro,RS,01909,,1346
2201919,Bom Princípio do Piauí,PI,01919,,1348
4301925,Barra do Rio Azul,RS,01925,,1350
2201929,Bonfim do Piauí,PI,01929,,1352
2101939,Bernardo do Mearim,MA,01939,,1354
2201945,Boqueirão do Piauí,PI,01945,,1356
2301950,Barreira,CE,01950,,1358
4201950,Balneário Arroio do Silva,SC,01950,,1360
1301951,Itamarati,AM,01951,,1362
1501956,Cachoeira do Piriá,PA,01956,,1364
2901957,Apuarema,BA,01957,,1366
4301958,Barra Funda,RS,01958,,1368
2201960,Brasileira,PI,01960,,1370
2101970,Boa Vista do Gurupi,MA,01970,,1372
2201988,Brejo do Piauí,PI,01988,,1374
1702000,Araguaçu,TO,02000,,1376
2202000,Buriti dos Lopes,PI,02000,,1378
4102000,Assis Chateaubriand,PR,02000,,1380
2602001,Bodocó,PE,02001,,1382
3102001,Alterosa,MG,02001,,1384
5002001,Batayporã,MS,02001,,1386
2102002,Bom Jardim,MA,02002,,1388
3502002,Analândia,SP,02002,,1390
2502003,Belém do Brejo do Cruz,PB,02003,,1392
1502004,Cachoeira do Arari,PA,02004,,1394
2902005,Aracatu,BA,02005,,1396
2402006,Caicó,RN,02006,,1398
4302006,Barros Cassal,RS,02006,,1400
2802007,Divina Pastora,SE,02007,,1402
3302007,Itaguaí,RJ,02007,,1404
2302008,Barro,CE,02008,,1406
4202008,Balneário Camboriú,SC,02008,,1408
1302009,Itapiranga,AM,02009,,1410
2702009,Coité do Nóia,AL,02009,,1412
3202009,Dores do Rio Preto,ES,02009,,1414
2202026,Buriti dos Montes,PI,02026,,1416
2102036,Bom Jesus das Selvas,MA,02036,,1418
3102050,Alto Caparaó,MG,02050,,1420
2502052,Bernardino Batista,PB,02052,,1422
2902054,Araças,BA,02054,,1424
4302055,Benjamin Constant do Sul,RS,02055,,1426
3302056,Italva,RJ,02056,,1428
